ANZSCO Code,Occupation,Employed,Part-time share (%),Female share (%),Median weekly earnings ($),Median age,Annual employment growth,Col9,Col10,Task
1412,Caravan Park and Camping Ground Managers,3100,15,48,1519,51,100,,,"Taking reservations, registering guests, assigning accommodation and collecting payments | Arranging cleaning and maintenance of caravans, cabins, amenities blocks, recreation facilities and grounds | Informing guests of local tourist attractions and recreational facilities | Attending to complaints lodged by customers | Liaising with local government to ensure compliance with laws, regulations and ordinances | May operate an on-site shop, cafe or restaurant for guests | May sign, supervise and enforce terms of tenancy agreements in accordance with legislation and may obtain enforcement orders where tenants are in breach of requirements | May act as licensee for the purchase and sale of liquor"
1413,Hotel and Motel Managers,18100,18,39,1827,44,-500,,,"Directing and overseeing reservation, reception, room service and housekeeping activities | Supervising security arrangements, and garden and property maintenance | Planning and supervising bar, restaurant, function and conference activities | Observing liquor, gaming, and other laws and regulations | Assessing and reviewing customer satisfaction | Overseeing accounting and purchasing activities | Ensuring compliance with occupational health and safety regulations | May provide guests with local tourism information, and arrange tours and transportation"
1414,Licensed Club Managers,7500,17,37,1765,56,300,,,"Planning and supervising bar, restaurant and function services | Planning, booking and supervising sporting, gaming and entertainment activities | Supervising security arrangements and property maintenance | Arranging member subscriptions | Observing liquor, gaming, health and other laws and regulations | Ensuring compliance with occupational health and safety regulations | Compiling and organising distribution of newsletters and other information to keep members informed of forthcoming events and facilities available | Assessing and reviewing member satisfaction and preferences | Liaising with community groups sponsored and assisted by the club | Selecting, training and supervising staff"
1419,Other Accommodation and Hospitality Managers,10400,46,61,1923,54,700,,,"Organises and controls the operations of a bed and breakfast to provide a short term, highly personalised accommodation and leisure service for guests including breakfast ensures guests' needs, wants and comfort are satisfied during their stay.  registration or licensing may be required."
1421,Retail Managers,248000,18,48,1620,42,1100,,,"Determining product mix, stock levels and service standards | Formulating and implementing purchasing and marketing policies, and setting prices | Promoting and advertising the establishment's goods and services | Selling goods and services to customers and advising them on product use | Maintaining records of stock levels and financial transactions | Undertaking budgeting for the establishment | Controlling selection, training and supervision of staff | Ensuring compliance with occupational health and safety regulations"
1491,"Amusement, Fitness and Sports Centre Managers",21600,23,48,1538,38,1600,,,"Planning and organising the range and mix of entertainment, attractions, amusement machines and fitness programs to be offered by the centre | Organising publicity to promote facilities and attract clients | Scheduling games and competitions | Selecting, training and supervising staff | Ensuring facilities are properly maintained and conform to safety standards | May undertake coaching, fitness instruction and training of clients | May plan and organise catering facilities"
1492,"Call, Contact Centre and Customer Service Managers",38100,8,43,2206,42,-1600,,,"Developing and reviewing policies, programs and procedures concerning customer relations and goods and services provided | Ensuring operational efficiency within a call centre | Providing direction and feedback to team members and assisting with recruitment | Managing, motivating and developing staff providing customer services | Planning and implementing after-sales services to follow up customer satisfaction, ensure performance of goods purchased, and modify and improve services provided | Liaising with other organisational units, service agents and customers to identify and respond to customer expectations | May work in a call centre"
1493,Conference and Event Organisers,35200,25,72,1634,38,1500,,,"Promoting conferences, conventions and trade shows to potential customers | Responding to inquiries concerning services provided and costs for room and equipment hire, catering and related services | Meeting with clients to discuss their needs and outlining package options to meet these needs | Arranging and coordinating services, such as conference facilities, catering, signage, displays, audiovisual equipment, accommodation, transport and social events, for participants | Organising registration of participants | Negotiating the type and costs of services to be provided within budget | Overseeing work by contractors and reporting on variations to work orders"
1494,Transport Services Managers,22000,11,22,2652,47,1400,,,"Organising the purchase and maintenance of transport vehicles, equipment and fuel | Liaising with clients to determine requirements and providing customers with advice and information regarding vehicle type, purchase or hire rates and obligations and handling complaints | Receiving orders and bookings, and planning and implementing transportation schedules | Ensuring goods are stored and transported in conditions that will maintain their quality | Arranging collection and delivery of vehicles and goods | Maintaining business records and preparing operational statements and reports | Coordinating activities associated with the arrival, departure, loading and unloading of trains | Ensuring compliance with occupational health and safety regulations"
1499,"Other Hospitality, Retail and Service Managers",92500,15,39,2115,46,500,,,"Organises and controls the operations of an establishment which offers temporary boarding for dogs and cats | Organises and controls the operations of a cinema or theatre registration or licensing may be required | Organises, controls and coordinates the strategic and operational management of facilities in a public or private organisation | Organises and controls the general operational activities of a branch of a bank, building society, credit union or similar financial institution"
2111,"Actors, Dancers and Other Entertainers",8000,59,54,1692,33,400,,,"Reading scripts and undertaking research to gain understanding of parts, themes and characterisations | Learning lines and cues, rehearsing parts, and applying vocal and movement skills to the development of characterisation | Preparing for performances through rehearsals under the instruction and guidance of production directors | Acting parts and portraying roles as developed in rehearsals in film, television, radio and stage productions | Practising dance routines and interpreting the choreographic content of the production | Performing dances for audience entertainment, coordinating body movements and facial expression, usually with musical accompaniment | Composing and notating ballet compositions and other dance routines | Creating and performing individual performance routines | Rehearsing, auditioning and travelling between entertainment venues"
2112,Music Professionals,11200,58,46,1766,45,-100,,,"Creating melodic, harmonic and rhythmic structures to express ideas and emotions in musical form | Translating ideas and concepts into standard musical signs and symbols for reproduction and performance | Undertaking research and liaising with clients when composing musical backing for television commercials, popular recordings, and radio, television and film productions | Auditioning and selecting musicians and singers | Selecting music for performances and assigning instrumental parts to musicians | Directing musical groups at rehearsals and performances to achieve desired effects such as tonal and harmonic balance, rhythm and tempo | Studying and rehearsing repertoire and musical scores prior to performances | Playing music in recital, as an accompanist, or as a member of an orchestra, band or other musical group, from score and by memory | Performing music and songs according to interpretation, direction and style of presentation, using highly developed aural skills to reproduce music"
2113,Photographers,14900,47,54,1840,35,100,,,"Consulting with clients to determine objectives of photographic assignments | Studying requirements of assignment and selecting type of camera, film, filter and lighting | Working from a studio, and transporting and setting up equipment at assigned locations | Measuring light levels and determining exposure | Adjusting camera angles, aperture settings and subjects to achieve desired composition | Adjusting lighting and filters to accentuate highlights and colours | Mixing photographic chemicals, processing film and developing prints | Manipulating images using digital imaging techniques and creative darkroom techniques such as adjusting exposure and development times | May make enlarged prints, and mount and frame prints"
2114,Visual Arts and Crafts Professionals,14500,40,59,2081,56,1100,,,"Conceiving and developing ideas, designs and styles for paintings, drawings, pottery pieces and sculptures | Arranging objects, positioning models, and selecting landscapes and other visual forms according to chosen subject matter | Selecting artistic media, method and materials | Applying media to surfaces using appropriate techniques | Moulding clay into functional and artistic articles by wheel-throwing, moulding and hand-building | Mixing glazing materials and applying glazes to dried pottery by dipping and painting | Placing finished and decorated pieces in kilns | Sketching designs of proposed sculptures, and making wax and plaster models | Devising forms from metal using welding and metalworking equipment, and from stone using masonry tools | Carving and forming materials to desired shape using hand and power tools"
2121,"Artistic Directors, Media Producers and Presenters",13900,13,35,2179,40,300,,,"Managing artistic and media productions to meet quality, cost and timing specifications | Formulating and developing organisations' artistic policies and selecting and planning organisations' artistic programs | Hiring and managing artistic staff | Controlling the use of media production facilities such as studios and editing equipment, stage and film equipment and rehearsal time | Directing the formulation of media production strategies, policies and plans | Introducing programs, music, entertainment items, guests and celebrities | Preparing and reading news bulletins, making special announcements and providing commentary for sports and other events | Presenting opinions on sports, politics, and social and economic matters | Researching, investigating and compiling stories and programs"
2122,"Authors, and Book and Script Editors",6600,38,69,,53,200,,,"Creating and developing ideas and themes for written works, such as novels, plays, musicals, screen productions, educational texts, information texts and multimedia products | Researching subject matter through original and secondary materials, interviews and other media | Planning, organising and writing material | Reviewing and evaluating manuscripts of novels, biographies, short stories, poems, educational texts and other books, and ensuring coherence of style and development of theme, plot and characterisation | Advising publishers about potential of works for publication and conditions of publication contract | Negotiating publication details such as royalties, publication dates and numbers of copies to be printed | Reviewing and assessing stories and other material for film, television, radio and stage productions | Directing the preparation of scripts to be read by announcers to introduce and connect parts of musicals, news, sports and special events programs"
2123,"Film, Television, Radio and Stage Directors",16500,22,28,1975,35,500,,,"Studying scripts and scenarios to determine theme and setting | Assessing locations and staging requirements for productions in association with specialist designers | Overseeing creative aspects of film, television, radio and stage productions | Determining lighting, film, shutter angles, filter factors, camera distance, depth of field and focus, angles of view and other variables to achieve desired mood and effect | Viewing film and video tape to evaluate and select scenes and determine which scenes need to be re-shot | Planning and organising the preparation and presentation of programs | Supervising the positioning of scenery, props and lighting and sound equipment | Assessing technical requirements of productions by studying scripts and discussing program content, set locations and stage directions with production team | Creating, planning, writing scripts for, recording, videotaping and editing programs"
2124,Journalists and Other Writers,22600,18,65,1722,40,-600,,,"Determining advertising approach by consulting clients and management, and studying products to establish principal selling features | Writing advertisements for press, radio, television, cinema screens, billboards, catalogues and shop displays | Making decisions about the specific content of publications in conjunction with other senior editors and in accordance with editorial policies and guidelines | Reviewing copy for publication to ensure conformity with accepted rules of grammar, style and format, coherence of story, and accuracy, legality and probity of content | Collecting and analysing facts about newsworthy events from interviews, printed matter, investigations and observations | Writing news reports, commentaries, articles and feature stories for newspapers, magazines, journals, television and radio on topics of public interest | Researching and writing technical, information-based material and documentation for manuals, text books, handbooks and multimedia products | Critically discussing daily news topics in the editorial columns of newspapers and reviewing books, films and plays"
2211,Accountants,225100,16,54,2003,42,13100,,,"Assisting in formulating budgetary and accounting policies | Preparing financial statements for presentation to boards of directors, management, shareholders, and governing and statutory bodies | Conducting financial investigations, preparing reports, undertaking audits and advising on matters such as the purchase and sale of businesses, mergers, capital financing, suspected fraud, insolvency and taxation | Examining operating costs and organisations' income and expenditure | Providing assurance about the accuracy of information contained in financial reports and their compliance with statutory requirements | Providing financial and taxation advice on business structures, plans and operations | Preparing taxation returns for individuals and organisations | Liaising with financial institutions and brokers to establish funds management arrangements | Introducing and maintaining accounting systems, and advising on the selection and application of computer-based accounting systems | Maintaining internal control systems | May appraise cash flow and financial risk of capital investment projects"
2212,"Auditors, Company Secretaries and Corporate Treasurers",32200,12,50,2104,40,400,,,"Arranging, giving notice of and attending meetings of directors and shareholders | Advising organisations' governing boards on matters concerning compliance with stock exchange listing rules, relevant legislation and corporation practice | Supervising organisations' share capital by preparing documents and share issues, and handling share transfers | Controlling treasury and treasury systems and establishing and reviewing risk management objectives and treasury policies | Identifying, managing and reporting on financial risks | Assisting with equity management, debt management, securities and taxation planning issues | Collecting, analysing and interpreting information on the financial standing, cost structures and trading effectiveness of organisations | Devising, re-organising and establishing budgetary cost control and other accounting systems such as computer-based systems | Conducting audits and investigations and preparing financial statements and reports for management, shareholders, and governing and statutory bodies | Evaluating the cost effectiveness and risks of operational processes, activities, policies and systems | Reporting to management on the existence and effectiveness of the system of internal controls | Establishing audit objectives, and designing and implementing audit methodologies, processes and audit report criteria"
2221,Financial Brokers,52400,15,40,2576,42,4000,,,"Monitoring commodity prices, trends and other factors affecting the supply and demand for commodities | Negotiating the purchase and sale of commodities such as grains, wool, minerals and metals | Determining the specific financial and insurance requirements of clients, and researching and reviewing available finance and insurance products for suitability to meet clients' requirements | Analysing clients' financial status, discussing financial options and developing financial strategies | Recommending loan combinations that meet clients' needs | Interviewing prospective clients to explain insurance policy conditions, risks covered, premium rates and benefits, and to make recommendations on the amount and type of cover | Arranging insurance, home loan mortgages and other types of finance for clients through banks, lenders, financiers and insurance companies | Preparing documents which set out the conditions of finance, repayments and loan periods | Identifying and advising on significant risk changes to clients' insurance | Broking complex and commercial leases, equipment finance, commercial finance, project finance and finance for property developers"
2222,Financial Dealers,20100,15,34,2651,41,0,,,"Obtaining information on securities, market conditions, government regulations and financial circumstances of clients | Interpreting data from securities reports, financial periodicals and stock-quotation viewer screens | Analysing financial markets and financial market products | Providing information and offering advice on financial market matters, market conditions and the history and prospects of corporations | Executing buy and sell orders in the market place on behalf of clients | Relaying trade information to clients such as the number of contracts bought and sold and the price | Monitoring futures prices and market changes, and bidding for commodity futures contracts | Recording and transmitting buy and sell orders | Calculating and recording costs of transactions"
2223,Financial Investment Advisers and Managers,64300,20,40,2582,44,1500,,,"Interviewing prospective clients to determine financial status and objectives, discussing financial options and developing financial plans and investment strategies | Monitoring investment performance, and reviewing and revising investment plans based on modified needs and changes in markets | Recommending and arranging insurance cover for clients | Arranging to buy and sell stocks and bonds for clients | Advising on investment strategies, sources of funds and the distribution of earnings | Setting financial objectives, and developing and implementing strategies for achieving the financial objectives | Managing funds raised from personal superannuation savings policies and unit trusts | Assisting in meeting superannuation compliance requirements | Directing the collection of financial, accounting and investment information and the preparation of budgets, reports, forecasts and statutory returns | May refer clients to other organisations to obtain services outlined in financial plans"
2231,Human Resource Professionals,85800,16,73,1970,38,300,,,"Arranging for advertising of job vacancies, interviewing and testing of applicants, and selection of staff | Maintaining personnel records and associated human resource information systems | Providing advice and information to management on workplace relations policies and procedures, staff performance and disciplinary matters | Arranging the induction of staff and providing information on conditions of service, salaries and promotional opportunities | Receiving and recording job vacancy information from employers such as details about job description, wages and conditions of employment | Providing information on current job vacancies in the organisation to employers and job seekers | Undertaking negotiations on terms and conditions of employment, and examining and resolving disputes and grievances | Studying and interpreting legislation, awards, collective agreements and employment contracts, wage payment systems and dispute settlement procedures | Developing, planning and formulating enterprise agreements or collective contracts such as productivity-based wage adjustment procedures, workplace relations policies and programs, and procedures for their implementation | Overseeing the formation and conduct of workplace consultative committees and employee participation initiatives"
